,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
9390,9390,976859.9228,664131.3416,972088.0376,664864.1141,1349,4440.944882,16.0,405400.7857,2164280.835,10056.10236,Slickwater Linear Hybrid,91.28705636,487.3469256,277.5590551,25337.54911,135267.5522,0.1873143169999999,5.338620228,1.0,117478,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,24.0,973940.9085,664624.9763,972090.2071,664862.6739,129.3179962
9394,9394,980953.0372,648814.5846,985786.4484,648178.5666,1349,4630.905511999999,13.0,486988.7857,1430386.721,7388.779528,Slickwater Crosslink Hybrid,105.16059640000002,308.87840780000005,356.2235009,37460.67582,110029.7478,0.340459526,2.937206694,1.0,110755,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,12.0,983699.4394,648441.2192,985786.0529,648176.327,330.5006464
9395,9395,989201.5852,630011.7511,994216.5144,629333.8687,1349,4843.503937,15.0,365493.0,1028549.159,7198.818898,Slickwater Crosslink Hybrid,75.46045275,212.3564206,322.9002625,24366.2,68569.94395,0.35534811,2.814141883,1.0,109684,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,19.0,992128.5832,629640.5868,994217.6145,629333.4784,354.0016024
9396,9396,922896.5288,674180.9015,912584.8539,675589.8281,1349,10079.72441,34.0,874088.2857,5070356.356000001,9027.559055,Slickwater Linear Hybrid,86.71747859,503.0252961,296.46248260000004,25708.47899,149128.1281,0.172391884,5.80073711,2.0,104073,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,36.0,917356.8018,674940.5021,912585.6019,675588.4820000001,307.1915952
9400,9400,976544.5919,661854.2292,971840.3183,663116.1037,1349,4567.913386,16.0,397913.4286,2241191.847,9976.377953,Slickwater Linear Hybrid,87.11054588,490.637991,285.49458660000005,24869.58929,140074.4904,0.177545456,5.632360423,1.0,101928,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,17.0,973724.0935,662893.5595,971841.7669,663117.473,134.3500208
9402,9402,997264.8237,652831.4452,992226.0989,652795.9119,1025,4514.763779999999,13.0,284540.0,1025919.274,7572.834645999999,Slickwater Linear Hybrid,63.02433835,227.2365342,347.2895215,21887.69231,78916.86721,0.277351257,3.605536212,1.0,108641,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,61.0,994518.9213,652469.189,992226.6365,652795.2534,212.0246757
9403,9403,997268.2985,652856.0036,992400.8977,654265.0059,1025,4352.362204999999,13.0,332989.2857,1025919.274,7615.15748,Slickwater Linear Hybrid,76.50771467,235.71550930000004,334.79709269999995,25614.56044,78916.86721,0.3245764989999999,3.080937789,1.0,108641,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,64.0,994687.528,653927.7681,992400.4863,654262.3947,215.6018191
9404,9404,997272.2078,652883.6318,992634.8219,655710.0743,1025,4351.377953,13.0,310956.4286,1025919.274,7629.921259999999,Slickwater Linear Hybrid,71.46159951,235.7688265,334.721381,23919.72527,78916.86721,0.3031002889999999,3.299238027,1.0,108641,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,83.0,995012.9258,655418.7953,992633.5039,655712.3016,132.3486157
9405,9405,959815.8358,661333.922,965030.6788,660564.2252,1349,4389.763779999999,20.0,418495.5714,2125949.329,9119.094488,Slickwater Linear Hybrid,95.33441717,484.2969772,219.488189,20924.77857,106297.4665,0.196851151,5.079980469,1.0,107761,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23.0,963189.7844,660803.824,965029.1042,660562.4117,176.7738369
9406,9406,955811.2853,694959.1533,963396.248,694009.5698,1205,6680.11811,48.0,572887.003,3158280.489,9532.480315,Slickwater Crosslink Hybrid,85.76001106,472.7881209,139.1691273,11935.1459,65797.51018,0.18139206,5.512920475,1.5,103905,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,105.0,959990.4835,694464.9859999999,963396.7795,694011.3401,209.8159055
9409,9409,948466.4209,659827.0267,937989.3101,661237.3512,1349,10168.30709,57.0,1742759.7140000002,9337388.183,9010.826772,Slickwater Only,171.3913338,918.283457,178.3913524,30574.73183,163813.8278,0.186643168,5.357817321000001,2.0,108819,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,34.0,942782.1137,660607.5759,937991.3967,661239.292,384.3520833
9410,9410,983535.8668,632225.0688,978485.0086,632908.2057,1349,4857.283465,16.0,484258.0,1460611.726,7131.8897640000005,Slickwater Crosslink Hybrid,99.69729037,300.7054739,303.5802165,30266.125,91288.23288,0.331544648,3.016185021,1.0,111440,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,15.0,980642.3797,632585.6713,978483.1614,632906.3139,322.9868357
9411,9411,916513.5925,647748.9363,924571.8562,646694.2078,1349,7521.653543,37.0,1321827.2859999998,5339409.826,8563.976378,Slickwater Only,175.7362631,709.8718115,203.2879336,35725.06178,144308.3737,0.24756056,4.0394156510000006,1.5,106210,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,22.0,920962.3049,647215.2243,924573.6766,646695.0085,255.2444443
9412,9412,916586.6733,647798.2576,908884.5115,648824.7205,1349,7470.472441,27.0,687948.7143,3679964.07,8593.503937000001,Slickwater Linear Hybrid,92.08905056,492.6012509,276.6841645,25479.58201,136294.9655,0.186944411,5.34918373,1.5,106210,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,37.0,912365.872,648366.137,908886.3281,648824.6735,181.844552
9416,9416,995792.8273,642130.4308,990526.9676,640666.0747,1025,4076.771654,11.0,282202.1429,916733.8469,7332.677165000001,Slickwater Linear Hybrid,69.22196454,224.8675974,370.6156049,25654.74026,83339.44063,0.307834323,3.248500658,1.0,103546,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,49.0,992784.5942,640359.939,990528.597,640664.6568,282.22301989999994
9417,9417,995796.2945,642154.9903,990722.9934,642107.1077,1025,4431.102362,13.0,332111.4286,1003896.715,7325.787402,Slickwater Linear Hybrid,74.95006918,226.5568776,340.85402789999995,25547.03297,77222.82426000001,0.330822308,3.02277076,1.0,103546,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,54.0,993093.0198,641791.1373,990724.1506,642106.8629,258.7928972
9418,9418,995799.7617,642179.5497,990934.2221,643577.3105,1025,4431.102362,13.0,333520.0,1101478.53,7370.078740000001,Slickwater Linear Hybrid,75.26795202,248.5788954,340.85402789999995,25655.38462,84729.11773,0.30279301,3.302586143,1.0,103546,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,51.0,993192.557,643280.698,990935.5669,643577.8624,421.0635175
9419,9419,995803.2289,642204.1092,991137.876,645045.4513,1025,4431.102362,13.0,332368.5714,1094093.554,7427.165354000001,Slickwater Linear Hybrid,75.00810053,246.9122726,340.85402789999995,25566.81319,84161.04264,0.303784416,3.291808096,1.0,103546,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,58.0,993438.4203,644728.8214,991136.7104,645044.1466,149.49930890000002
9420,9420,919740.9395,669154.723,927530.3864,668095.2792,1349,7496.062992,35.0,893286.2143,4385581.75,8910.433071,Slickwater Only,119.1673836,585.0513469,214.17322830000003,25522.46327,125302.3357,0.203687051,4.909492255,1.5,105953,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,26.0,924051.9144,668567.9044,927530.6033,668092.3844,357.2750553
9425,9425,928689.1818,673497.5118,939076.5688,671999.3435,1349,10114.17323,34.0,858836.5714,4876353.898,8983.267717,Slickwater Linear Hybrid,84.91416471,482.1307474,297.4756832,25259.89916,143422.1735,0.176122691,5.677860096,2.0,100199,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,29.0,934276.7526,672649.4555,939074.2769,672000.4256,327.9615984
9427,9427,919701.3206,669160.335,911843.9418,670232.5204,1349,7555.118109999999,35.0,896863.2143,4436327.282,8902.559055,Slickwater Only,118.7093572,587.1949607,215.8605174,25624.66327,126752.2081,0.202163447,4.946492632,1.5,105953,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,26.0,915271.8946,669757.5856,911844.3229,670231.1769,291.2081403
9430,9430,927317.9399,662650.0163,937592.2339,661287.2616,1349,9972.440945,48.0,1206862.143,6618793.31,8919.291339,Slickwater Only,121.0197332,663.7084488,207.7591864,25142.96131,137891.5273,0.182338696,5.484299387,2.0,104943,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,34.0,932748.4379,661945.784,937591.686,661288.4883,387.9170838
9431,9431,962117.7216,634808.9764,972583.8471,633422.853,1349,10303.14961,38.0,906264.7143,5160273.346,9400.590551,Slickwater Linear Hybrid,87.95996845,500.8442606,271.135516,23849.07143,135796.667,0.175623393,5.694002276,2.0,103608,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,16.0,967717.463,634054.3753,972584.8176,633422.223,196.2632447
9443,9443,957561.5903,641452.933,967975.8158,640037.8373,1349,10218.50394,38.0,951308.6429,5211863.997,9491.141732,Slickwater Linear Hybrid,93.09666549,510.0417859,268.9079983,25034.43797,137154.3157,0.182527526,5.478625719,2.0,109589,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,14.0,963106.7942,640699.1735,967977.945,640039.1292,243.8777758
9447,9447,997006.1251,650976.7693,992020.2467,651340.6075,1025,4170.275591,20.0,409741.4286,2212070.107,9608.267717,Slickwater Linear Hybrid,98.25284197,530.4373916000001,208.5137795,20487.07143,110603.5053,0.185229857,5.398697696,1.0,104948,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,72.0,994189.4967,651062.2434,992022.2096,651342.7104,82.92353664
9448,9448,997009.5986,651001.3279,992019.3782,651334.4670000001,1025,4655.511811,22.0,453208.5714,2528290.486,9948.818898,Slickwater Linear Hybrid,97.34881788,543.0746584,211.6141732,20600.38961,114922.2948,0.179254945,5.578646667,1.0,104948,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,78.0,994299.0851,651018.4118,992022.0561,651335.6446,145.2514511
9449,9449,997013.0722,651025.8865,992362.2859,651940.4872,1025,4007.874016,19.0,389948.5714,2163436.55,9697.834646,Slickwater Linear Hybrid,97.29561605,539.7965458,210.9407377,20523.60902,113865.0816,0.180244977,5.54800481,1.0,104948,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,83.0,994325.7627,651634.6071,992363.9594,651940.2938,80.46584579
9455,9455,973129.6771,633333.456,983504.5799,631950.7320000001,1349,10130.90551,39.0,998917.8571,5395068.49,9562.007874,Slickwater Only,98.60104371,532.5356636,259.766808,25613.27839,138335.0895,0.185153879,5.400913049,2.0,117277,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,13.0,978647.2331,632574.6541,983504.3454,631951.5229,227.2337256
9456,9456,925136.191,651631.5218,914892.2207,652713.4923,1349,9402.559055,48.0,1709133.1430000002,7037188.196,8708.661417,Slickwater Only,181.7731889,748.4332887,195.886647,35606.940480000005,146608.0874,0.242871598,4.117401986,2.0,111755,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,919704.7076,652057.2418,915066.6067,652657.8169,303.2796898
9460,9460,926465.7035,661352.3459,919027.3788,662894.0839,1349,7128.937008,40.0,1184533.429,6771163.869,8934.055118,Slickwater Crosslink Hybrid,166.1584928,949.8139571,178.22342519999998,29613.335710000003,169279.0967,0.174937936,5.716313027999999,1.5,103704,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,24.0,922503.6627,662412.8782,919026.3607,662893.0162,196.61384
9461,9461,926463.0928,661333.8889,918903.8963,661995.1375,1349,7062.007874,40.0,1227238.857,6690514.035,8795.275591,Slickwater Only,173.780443,947.3954369,176.5501969,30680.97143,167262.8509,0.183429681,5.45168041,1.5,103704,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,24.0,922123.9824,661560.3878,918903.1551,661996.7037,248.221467
9468,9468,988525.3433,628992.1686,983575.991,629691.9671,1349,4680.11811,21.0,638451.5,1978435.806,7177.165354000001,Slickwater Crosslink Hybrid,136.4178179,422.732025,222.8627672,30402.45238,94211.22887,0.322705189,3.098803599,1.0,108830,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,20.0,985678.9196,629368.5789,983576.8329,629692.1357,391.4599415
9469,9469,988519.1475,628974.2522,994067.9842,628252.6931,1349,4912.401575,17.0,514524.1429,1546791.739,7212.598425,Slickwater Crosslink Hybrid,104.7398375,314.8748562,288.9647985,30266.12605,90987.74938,0.332639572,3.00625687,1.0,108830,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,87.0,991635.4546,628549.375,994067.7197,628253.7779,367.0474378
9473,9473,926460.4821,661315.4319,918760.1317,661108.4745,1349,7193.897638,40.0,1150647.143,6788040.051,8916.338583,Slickwater Crosslink Hybrid,159.9476669,943.5830745,179.8474409,28766.17857,169701.0013,0.169510954,5.899323779,1.5,103704,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,23.0,922094.4759,660650.6112,918759.7468,661108.8124,246.3134905
9484,9484,957835.8318,648629.963,947397.2723,649091.1737,1349,9903.543307,49.0,1752381.429,7306069.321,8754.92126,Slickwater Only,176.9448948,737.7227619,202.1131287,35762.8863,149103.4555,0.239852834,4.169223208,2.0,108163,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,36.0,952092.5603,648506.2634,947398.6963,649091.0924,417.2489931
9488,9488,982375.5282,665119.6288,971954.956,665895.1972,1349,9753.937008,48.0,1700363.7140000002,7230226.702,10130.90551,Slickwater Only,174.3258863,741.2623945,203.207021,35424.24405,150629.723,0.235174329,4.252164782,2.0,117072,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,68.0,976680.6856,665245.7234,971956.365,665893.5643,187.7456243
9489,9489,982378.141,665138.0556,972072.8778,666752.8154,1349,9817.913386,48.0,1690952.2140000002,7163115.751,9947.834646,Slickwater Only,172.2313233,729.5965517000001,204.5398622,35228.17113,149231.5782,0.236063785,4.236143216,2.0,117072,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,68.0,976816.5017,666106.966,972074.871,666750.834,295.7990934
9490,9490,982699.5951,667016.0634,972196.6015,667625.2802,1349,9255.905512,45.0,1566883.929,6633727.193,10200.7874,Slickwater Only,169.28478,716.7021298,205.6867892,34819.64286,147416.1599,0.236199633,4.233706832,2.0,100099,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,40.0,976896.7536,666973.96,972199.3375,667625.1163,256.1190873
9491,9491,982702.2089,667034.49,972312.388,668467.5324,1349,9991.141732,48.0,1639940.429,6932868.382,9996.062992,Slickwater Only,164.139442,693.9015147999999,208.1487861,34165.4256,144434.758,0.2365457319999999,4.22751233,2.0,100099,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,39.0,977156.8851,667812.7784,972315.1952,668467.7407,287.1375444
9492,9492,982701.6565,667056.4987,972433.8611,669349.7182,1349,9844.488189,48.0,1704344.429,7226668.345,10244.09449,Slickwater Only,173.1267686,734.0826873,205.0935039,35507.1756,150555.5905,0.235840964,4.240145491,2.0,100099,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,39.0,977029.6066,668711.9553,972433.2661,669351.1284,229.9942023
9501,9501,996043.2172,643513.4758,991051.3841,644302.9521,1025,4411.417323,23.0,436639.68,2407871.433,8896.653543,Slickwater Linear Hybrid,98.97945446,545.8271699000001,191.8007532,18984.33391,104690.0623,0.181338453,5.514550195,1.0,114083,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,193.0,993267.4827,644006.5683,991096.3365,644315.5317,229.1253926
9502,9502,996046.6854,643538.035,991051.3841,644302.9521,1025,4253.937008,22.0,422087.16,2334052.361,9482.283465,Slickwater Linear Hybrid,99.22271045,548.680518,193.3607731,19185.78,106093.2891,0.180838771,5.5297876420000005,1.0,114083,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,116.0,993322.3396,643960.0987,991141.5149,644271.5057,88.14251364
9503,9503,996028.0671,643822.4664,991061.9904,644508.1393,1025,4647.637795000001,24.0,437100.6225,2537464.163,9784.448819,Slickwater Linear Hybrid,94.0479103,545.9685704,193.6515748,18212.52594,105727.6734,0.172258836,5.805217454,1.0,117192,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,115.0,993346.5417,644241.4167,991060.9532,644506.8581,133.2757865
9504,9504,996053.6217,643587.1536,991143.7449,644956.9376,1025,4450.787402,23.0,433840.14,2456788.355,8974.409448999999,Slickwater Linear Hybrid,97.47491867,551.9895995,193.5124957,18862.61478,106816.885,0.176588325,5.6628885360000005,1.0,114083,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,126.0,993282.5916,644635.9833,991172.6639,644909.9759,248.4015861
9505,9505,996057.09,643611.7129,991143.7449,644956.9376,1025,4450.787402,23.0,416363.805,2433161.547,9572.834646,Slickwater Linear Hybrid,93.54834716,546.6811436,193.5124957,18102.77413,105789.6325,0.1711204939999999,5.843835409,1.0,114083,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,133.0,993327.4151,644617.4127,991174.9041,644922.3912,76.24394037
9506,9506,996060.5582,643636.2721,991143.7449,644956.9376,1025,4490.15748,23.0,435696.69,2411338.473,9883.858268,Slickwater Linear Hybrid,97.0337214,537.0275951,195.2242383,18943.33435,104840.8032,0.180686658,5.5344429470000005,1.0,114083,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,132.0,993390.3172,644643.4645,991161.7914,644926.7197,155.08662719999998
9508,9508,938772.5894,627685.2423,949362.3548,626266.1743,1349,10118.11024,50.0,1335974.357,7492782.35,8279.527559,Slickwater Only,132.03793259999998,740.5317965,202.3622047,26719.48714,149855.647,0.178301503,5.60847767,2.0,105222,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,944383.3252,626928.6606,949362.085,626265.5593,437.5318534
9514,9514,972967.3279,632206.5477,977872.356,631531.6352,1349,4325.787402,15.0,482138.9286,1681700.439,6874.015748000001,Slickwater Only,111.4569173,388.7616942,288.3858268,32142.59524,112113.3626,0.286697272,3.487999701,1.0,104223,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,31.0,975714.1316,631726.0549,977854.7239,631433.2583,158.1775245
9519,9519,948246.2824,620987.1914,937753.1352,622387.8801,1349,10048.22835,48.0,1680315.0,7025079.373,7966.535433,Slickwater Only,167.2250015,699.1361194,209.3380906,35006.5625,146355.8203,0.239188045,4.180810963,2.0,114726,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,78.0,942714.1264,621624.9916,937921.0359,622281.2472,601.2619977999999
9521,9521,978930.9204,673626.162,968795.4075,674702.0858,1025,9825.787402,51.0,1710227.071,7905592.547999999,9266.732283,Slickwater Linear Hybrid,174.0549639,804.5759821,192.6624981,33533.86415,155011.6186,0.216331295,4.622539709,2.0,115487,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,65.0,973851.1709,673976.6499,968954.6408,674625.0654,311.3132625
9522,9522,978645.3961,673685.5144,968657.0105,674762.4867,1025,9619.094488,50.0,1621521.571,7653349.694,9838.582677,Slickwater Linear Hybrid,168.5732034,795.6413885,192.3818898,32430.43143,153066.9939,0.211870833,4.719856849,2.0,114129,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,161.0,973458.726,674077.5174,968658.5575,674761.7994,259.6986037
9523,9523,979053.3807,673608.7695,968854.3135,675116.854,1025,7678.149606,40.0,1340813.7140000002,6189944.092999999,10301.1811,Slickwater Linear Hybrid,174.6271931,806.1765412999999,191.9537402,33520.342860000004,154748.6023,0.216611603,4.616557861,1.5,115487,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,93.0,973913.7942,674404.0139,969043.6329,675142.4158,191.0580908
